ZIPCODE,SVI_HC_Disability,SVI_HC_English,SVI_HH_SingleParent,SVI_SS_Poverty,SVI_SS_No_HS,SVI_HT_MultiUnit,SVI_HT_Crowding,SVI_HT_MobileHomes,SVI_SS_HousingBurden,SVI_HT_NoVehicle,SVI_SS_No_Health_Ins
64625,10.26,0.15,46.67,20.55,11.52,0,4.21,7.51,14.77,12.94,11.79
64628,15.18,0.4,56.38,26.37,12.69,1.4,1.01,3.79,36.07,3.52,9.97
64630,12.98,0,45.36,20.97,9.22,0.59,0,7.94,47.62,1.25,4.33
64631,14.73,0,22.35,16.95,8.4,1.13,0.34,12.61,11.76,3.08,11.47
64632,15.12,0,41.38,15.92,5.57,0,0,14.15,0,6.74,7.16
64633,17.31,0.45,38.51,30.41,12.48,4.34,0.16,2.6,50.41,8.33,8.6
64635,14.86,0,8.49,27.49,12.67,0,1.64,20.73,31.58,4.37,13.75
64636,19.78,0,40.74,44.32,14.5,0,1.87,33.82,60,3.74,8.42
64637,12.94,0.19,12.12,14.79,6.46,0.3,2.31,18.73,14,8.8,8.87
64638,8.76,0,0,11.56,5.68,0,0.97,15.64,25.81,1.93,7.53
64639,24.2,0,22.73,29.94,11.54,0,0,5.41,100,5.06,13.38
64640,11.47,0.34,14.91,22.26,6.23,3.76,1.4,6.74,44,6.37,7.2
64641,21.72,0,20.78,12.26,7.11,0.27,2.21,10.6,41.82,6.64,9.98
64642,16.97,0,29.59,26.74,9.22,0,3.28,8.82,38.24,3.01,6.26
64643,13.06,0,16.67,13.53,10.25,0.63,0,8.41,44.12,2.51,9.5
64644,12.18,0,23.26,30.08,10.51,2.73,1.11,10.98,31.41,4.76,12.53
64645,25.78,0,50,11.72,2.59,0,0,18.87,20,0,9.38
64646,8.54,0,100,19.11,23.98,0,0,14.19,33.33,0,4.07
64647,17.03,0,94.85,15.09,8.74,0,1.62,18.93,40,2.7,7.3
64648,10.83,3.79,5.43,25.01,33.77,0.64,8.44,5.47,41.77,28.53,46.84
64649,18.26,0,65.91,30.42,9.68,0.25,0,6.11,24.14,1.53,12.12
64650,20.66,0.3,20,33.93,7.52,0,0.29,7.45,71.08,16.03,7.05
64651,14.77,0.78,12.84,12.61,6.44,0,0.42,8.25,23.08,11.72,7.57
64652,21.13,0.93,22.86,25.3,16.67,0,0.67,7.14,8.7,8.72,14.88
64653,12.63,0.53,14.66,19.2,9.81,0,0.37,9.88,7.69,1.11,6.57
64654,38,0,60,14,0,0,0,3.85,0,0,12
64655,30.86,0,0,3.7,11.35,0,0,11.11,0,1.18,0
64656,14.68,0,4.55,33.94,19.46,0,4.72,19.05,6.06,3.15,8.26
64657,5.7,0,9.03,6.65,11.55,0,1.78,5.62,18.64,1.18,11.41
64658,12.64,0,27.67,19.49,9.96,1.21,2.33,7.8,25.69,2.82,7.07
64659,4.91,0.29,16,4.73,1.53,0,3.17,8.42,3.33,0.24,1.91
64660,11.87,0,2.99,12.31,9.94,0,0,10.61,20,1.18,5.05
64661,11.56,0.6,29.53,16.89,10.81,0,2.62,13.04,39.18,3.93,11.22
64664,8.28,0,19.15,13.69,5.67,0,5.97,15.88,0,0,12.1
64667,7.02,0,25.66,40.6,5.14,0,0,3.74,70.83,13.68,6.02
64680,10.89,0,38.87,22.29,9.4,0.37,0,8.47,14.08,5.26,9.55
64668,10.89,0,38.87,22.29,9.4,0.37,0,8.47,14.08,5.26,9.55
64670,17.72,0,40.77,23.36,9.75,0.25,2.87,7.23,22,3.18,5.01
64671,15.55,0,20.2,20.84,7.95,0.75,4.79,16.74,18.1,7.06,5.01
64672,14.58,0,0,16.67,2.3,0,0,12.5,0,0,13.54
64673,16.62,0.52,12.06,24.33,11.56,4.27,1.99,6.04,33.61,4.34,13.72
64674,10.8,0,14.55,19.16,3.3,0,0,9.05,26.67,3.03,4.53
64676,16.46,0,0,6.71,5.38,0,0,7.44,,0,6.71
64679,19.11,0.96,14.88,38.62,28.68,2.56,6.63,13.08,34.48,28.31,31.85
64681,12.32,0,63.16,32.61,10.75,0,0,35.4,40,12.24,7.25
64682,11.08,0,0,14.86,19.33,0,0.57,5,,0,4.72
64683,15.48,1.28,27.14,23.63,13.78,4.4,0.64,5.33,22.89,9.39,15.33
64686,12.61,1.35,71.43,23.87,9.13,0,0,14.62,100,0,5.86
64688,10.45,0,0.6,31.99,29.05,1.21,10.23,20.16,15.38,19.07,40.18
64689,7.63,0,59.42,23.49,10.54,0,7.84,11.66,24,0,6.3
64701,18.15,0.62,29.64,16.37,10.73,2.16,2.43,6.28,46.27,6.11,11.77
64720,16.15,0,33.56,18.16,13.89,0.74,4.46,13.91,39.94,4.09,6.81
64722,16.81,0,4.44,12.01,13.5,0,10.06,20.59,0,6.29,10.7
64723,16.64,0,6.67,16.64,7.83,0,3.54,16.25,59.52,4.13,9
64724,12.8,0,49.12,29.85,14.4,4.93,0.38,11.27,35.11,1.91,8.01
64725,12.35,0,22.74,11.49,5.65,0,2.95,6.56,21.32,2.95,6.75
64726,18.26,0,86.44,11.99,9.29,0,0,7.11,11.76,0.65,11.17
64728,22.16,0,20,26.61,10.11,0,1.06,7.26,61.7,1.6,6.39
64730,17.53,0,34.95,27.61,9.3,0.84,4,10.07,38.5,10.26,8.88
64733,16.68,0,20.58,24.06,9.52,0,7.1,17.2,16.5,1.88,9.82
64734,8.63,0.08,24.53,15.22,4.85,0,2.48,3.06,32.33,2.14,6.55
64735,18.65,0.39,41.97,24.7,13.3,3.3,1.74,8.15,52.77,7.23,11.14
64738,20.53,0.25,12.68,30.19,18.23,0,0,40.72,54.55,5.54,28.02
64739,16.26,0,17.9,14.06,9.89,0,0.29,12.01,41.67,0,2.76
64740,30,0,34.66,26.42,6.7,0.18,2.99,40.02,67.07,2.86,8.92
64741,35.71,0,16.67,17.46,5.83,0,0,24.07,80,11.54,0
64742,15.4,0.19,35.04,15.62,4.63,0.4,0.56,6.82,23.65,4.14,9.5
64743,29.89,0,48.28,27.62,7.38,0,1.23,12.09,43.75,8.64,16.3
64744,22.01,0.11,13.36,36.97,13.67,0,2.82,15.41,40.74,10.46,20.85
64745,10.94,0,0,26.56,19.64,0,0,25.58,0,0,39.06
64746,16.06,0,41.24,18.22,7.49,0,2.65,2.64,20.56,1.99,6.99
64747,13.45,0,38.72,17.65,10.17,0.17,1.99,9.39,36.26,1.35,11.55
64748,19.82,0.28,34.35,25.44,21.01,0,5.82,13.11,25.7,5.97,8.33
64750,5.22,2.49,0,56.87,43.35,0,5.52,26.34,100,21.47,39.46
64752,21.7,0,28.87,19.45,15.09,0,6.53,24.34,55.56,3.67,6.11
64755,13.75,0,5.57,19.45,8.07,0,1.01,15.19,20.61,3.12,10.37
64756,15.6,0,25.56,21.23,5.79,0,1.53,20.39,13.79,1.15,13.57
64766,20.78,0,27,32.41,13.54,2.82,1.17,9.23,62.53,10.18,15.7
64759,20.78,0,27,32.41,13.54,2.82,1.17,9.23,62.53,10.18,15.7
64761,16.87,0.44,34.06,22.64,8.57,0,4.16,16.25,36.99,2.08,8.78
64762,17.53,0,14.73,27.32,12.97,0.36,1.2,11.64,31.93,4.35,12.27
64763,30.63,0,14.94,24.63,14.65,0,4.45,32.2,32.5,7.95,10.8
64767,28.82,0,32.79,19.69,25.18,0,3.3,35.35,0,0,25.2
64769,28.91,3.59,17.06,35.08,4.84,0.53,4.01,24.47,6.82,4.68,11.57
64770,20.67,0,25.34,22.83,12.21,0,0.55,8.31,23.21,5.13,9.86
64771,27.1,0,17.31,9.81,6.67,0,0,21.12,0,4.64,15.19
64772,17.76,0.38,37.3,22.34,9.57,1.51,0.77,3.5,49.36,10.72,11.25
64776,22.2,0,38.23,27.57,11.98,0.56,1.52,13.38,17.29,7.9,14.04
64778,14.18,1.23,28.68,31.87,16.27,0,7.49,31.12,0,14.97,31.53
64779,18.39,0.39,17.13,39.15,27.64,0.23,3.85,14.98,46.32,9.58,25.48
64765,18.39,0.39,17.13,39.15,27.64,0.23,3.85,14.98,46.32,9.58,25.48
64780,16.92,0,5.13,18.9,14.11,0,0,13.03,16,1.16,7.25
64781,30,1.02,0,22,23.75,0,0,20.31,0,0,21
64783,23.36,0,15.79,31.34,11.69,0,3.7,18.4,32,1.23,22.08
64784,15.05,0,26.47,30.03,13.93,0.16,3.53,26.32,59.3,3.53,16.82
64788,10.8,0,21.19,19.34,8.17,0,2.97,11.42,37.31,0.3,10.37
64790,24.72,0,6.29,39.38,9.22,0.22,1.54,25,42.86,5.13,18.1
64802,18.78,0.78,32.35,27.63,12.07,9.86,1.28,7.02,48.81,8.19,13.79
64801,18.78,0.78,32.35,27.63,12.07,9.86,1.28,7.02,48.81,8.19,13.79
64864,15.39,0.69,29.03,24.88,10.16,4.09,1.86,7.35,44.72,5.97,10.89
64804,15.39,0.69,29.03,24.88,10.16,4.09,1.86,7.35,44.72,5.97,10.89
64803,15.39,0.69,29.03,24.88,10.16,4.09,1.86,7.35,44.72,5.97,10.89
64830,9.56,0,22.78,29.47,19.11,0,7.89,11.88,44.58,11.51,11.11
64868,13.27,0.82,24.72,29.44,16.33,0.97,6.1,24.12,27.66,3.07,19.21
64831,13.27,0.82,24.72,29.44,16.33,0.97,6.1,24.12,27.66,3.07,19.21
64832,12.35,0,18.07,11.38,13.27,0,1.77,12.65,55.56,1.52,27.95
64833,34.15,0,0,0,10,0,0,6.67,0,5.26,0
64834,8.55,0,25.67,13.62,6.42,0,1.46,7.3,59.46,2.34,8.61
64835,17.37,0.94,45.74,35.64,19.88,0,4.83,6.35,53.45,6.66,18.85
64836,13.4,5.37,26.84,29.59,19.67,1.45,5.19,5.83,52,5.45,17.66
64840,12.04,0,14.83,8.7,9.36,0,0,10.78,17.99,2.95,10.17
64841,14,0,32.08,10.63,8.79,0,0,0,11.11,0,12.57
64842,15.66,2.15,35.59,19.8,14.21,0,0,19.21,22.97,5.39,22.37
64843,14.67,0.55,34.39,36.78,18.14,0,5.99,27.96,45.8,1.03,17.61
64844,17.72,1.41,13.64,23.01,13.97,0,0.71,26.26,60.2,4.83,14.18
64847,20.61,5.04,13.98,36.01,42.28,2.21,2.92,25.66,27,6.43,31.02
64848,20.18,0,50.79,37.58,5.83,0,2.06,23.32,18.18,2.06,16.85
64849,11.06,0,8.16,12.69,11.27,0,5.33,30.67,50,0,13.57
64850,12.64,1.91,24.2,23.49,14.36,5.01,3.75,7.86,37.84,7.3,15.82
64854,9.6,14.88,52.75,44.81,25.32,4.27,16.24,16.96,25.23,8.64,26.96
64855,14.54,0,33.79,11.19,10.55,0,0,9.84,37.37,1.64,7.42
64856,14.22,0.84,10.2,21.06,23.88,0.12,9.23,39.61,42.62,5.43,20.85
64857,11,0,33.33,20.87,13.06,0,3.29,13.59,0,0,6.75
64858,14.56,0,,0,0,0,0,0,,0,0
64859,14.19,0,33.79,37.65,20.32,0,5.56,40.04,62.1,0.2,5.81
64861,18.86,4.1,0,25.78,22.36,0,0,35.94,0,5.69,22.57
64862,13.2,0,10.48,18.99,12.25,0,0.28,14.89,28.25,4.67,14.73
64863,7.86,8.75,30.7,32.78,32.37,4.35,11.13,12.31,34.48,7.42,19.56
64865,20.58,0.21,21.12,28.99,11.18,0,1.6,17.05,34.22,3.36,10.35
64866,14.35,0,31.17,26.66,9.82,0,3.96,19.17,18.75,4.75,19.38
64853,14.35,0,31.17,26.66,9.82,0,3.96,19.17,18.75,4.75,19.38
64867,9.04,0,5.1,30.53,12.94,0,0.21,34.94,17.78,0.42,4.17
64870,14.46,0.44,34.39,22.95,9.57,5.99,2.65,0.51,34.27,5.04,10.66
64873,19.61,0,0.66,7.87,2.94,0,21.74,12.6,0,0,7.1
64874,23.98,0.4,53.47,39.61,16.62,2.51,8.29,7.89,17.33,13.82,5.51
65001,7.69,0,20.59,12.55,4.46,0,0,1.35,,1.63,1.21
65010,16.43,0.21,25.23,8.37,8.45,2.61,1.74,4.54,37.79,6.28,4.53
65011,21.23,0.91,7.79,36.85,47.96,0,5.87,19.83,13.21,17.04,48.53
65013,22.41,0.8,20.36,26.61,16.31,1.22,2.39,11.12,46.89,4.35,8.93
65014,19.49,0,30.36,13.67,15.65,0,1.03,13.23,29.38,7.69,8.92
65016,8.13,0,6.05,3.61,7.78,0,0,2.39,0,0,1.49
65017,20.62,0,7.58,32.11,33.76,0,1.92,46.85,0,3.85,32.94
65055,13.32,1.77,30.97,12.78,10.21,0.58,3.08,5.27,25.25,4.73,12.01
65018,13.32,1.77,30.97,12.78,10.21,0.58,3.08,5.27,25.25,4.73,12.01
65020,18.65,0.38,27.02,19.46,8.33,18.85,0.99,8.37,49.6,3.48,15.53
65023,14.53,0,18.64,12.02,15.41,0,0,10.39,15.07,5.67,7.41
65024,16.49,0,24.38,14.74,7.77,0,0,6.14,41.18,3.58,8.58
65025,11.59,0,33.16,40.16,20.72,0,2.7,24.7,54.17,1.93,23.58
65026,20.89,0.02,28.28,25.29,12.9,1.15,2.39,13.54,28.94,4.85,10.14
65032,10.44,0,3.68,9.72,8.37,0,2.1,7.87,26.87,2.1,10.06
65034,26.07,2.58,0.47,34.74,35.34,0,10.05,12.63,,22.68,36.03
65035,5.84,0,10.33,11.52,6.82,0,6.72,7.14,22.73,9.93,4.56
65038,19.77,0.26,20.06,20.36,9.45,2.12,0.28,12.68,26.01,5.75,11
65037,19.77,0.26,20.06,20.36,9.45,2.12,0.28,12.68,26.01,5.75,11
65039,9.7,0,0,10.6,4.93,0,0,1,10.61,0.93,5.71
65040,15.99,2.18,15.91,28.4,4.77,0,0,4.39,100,2.51,7.35
65041,18.32,0,24.89,13.22,10.18,1.21,1.51,12.03,30.89,2.72,3.61
65036,18.32,0,24.89,13.22,10.18,1.21,1.51,12.03,30.89,2.72,3.61
65043,14.92,0.61,28.87,18.29,12.3,1.21,1.18,18.77,29.43,3.12,6.59
65046,15.31,0,11.81,12.78,9,0,1.15,14.62,28.57,1.98,3.37
65047,9.97,0,34.1,21.7,7.55,16.81,7.21,13.69,21.83,0,19.65
65048,25.95,0,0,19.08,59.63,0,0,0,0,0,0
65049,15.33,0.49,50.52,18.74,7.22,29.66,1.17,0.77,44.87,2.44,9.68
65050,5.04,3.61,0,21.45,47.85,0,3.59,10.22,21.43,50.26,72.22
65051,11.48,0.43,19.21,19.77,7.58,1.99,2.43,6.8,33.5,4.4,7.39
65052,20.8,0,25.99,18.74,12.95,1.57,1.57,7.51,76.64,0.78,8.96
65053,6.33,0,26.06,6.97,3.18,0,0,0.93,21.88,2.83,2.5
65054,10.26,0,2.23,1.82,1.63,0,0,9.79,0,0,4.8
65058,19.42,0,6.52,7.31,9.69,0,1.74,1.45,28.13,11.19,1.39
65059,26.18,0,67.15,4.82,8.51,0,0,5.66,79.39,2.32,8.22
65061,19.06,0,33.79,35.86,23.94,0,3.86,16.7,44.44,2.15,8.26
65062,0,0,0,0,0,0,0,0,,0,0
65063,11.8,0,23.83,11.88,8.21,0,0,12.51,25.95,0.73,6.19
65064,8.26,0,61.42,4.65,7.03,0,0,9.29,0,4.78,18.17
65065,13.45,0.31,25.05,22.17,9.08,40.19,1.86,1.6,27.64,1.46,9.86
65066,17.59,0.25,21.38,16.48,13.62,0.73,0.39,9.29,37.19,5.77,6.44
65067,27.35,0,20,16.52,11.25,0,0,19.45,72.22,4.55,41.92
65068,18.67,1.47,18.88,23.31,17.65,0.61,3.31,8.18,5.88,6.29,21.3
65069,15.81,0,21.85,23.75,9.85,0,0,28.52,71.43,0.86,11.26
65072,18.2,0,38.49,26.35,13.59,6.51,2.9,13.62,52.63,1.74,11.01
65074,11.77,0.15,23.02,11.75,11.3,0.32,0.26,11.27,35.9,1.76,9.08
65042,11.77,0.15,23.02,11.75,11.3,0.32,0.26,11.27,35.9,1.76,9.08
65075,8.03,0,4.82,9.66,12.48,0,0,13.4,45.83,0.83,2.1
65076,7.12,0.41,19.15,15.96,7.6,0,0.35,0,0,10.73,9.89
65077,31.12,0,0,2.55,5.88,0,0,20.06,100,11.8,5.36
65078,15.63,0,31.9,37.39,21.56,0.34,0.91,26.57,38.86,5.22,16.46
65079,19.28,0.42,40.18,15.63,6.71,7.51,0.24,8.29,31.18,2.67,13.39
65080,5.89,0,27.44,10.65,6.72,0,0,11.31,56.34,0,5.97
65081,19.6,0.08,39.97,23.49,17.06,4.35,0.73,0.47,51.78,7.53,7.88
65082,17.61,0,5.98,18.64,17.44,2.97,6.94,17.12,21.43,4.05,5.25
65083,6.49,0,0,6.49,14.62,0,0,47.95,,0,0
65084,19.11,0.41,16.42,28.79,22.86,3.26,0.79,12.35,19.64,19.41,19.29
65085,12.67,0,4.43,7.61,8.95,2.19,3.31,12.29,34.04,4.86,2.41
65111,10.51,0.26,24.96,13.31,10.02,7.13,0.83,1.51,31.66,8.28,7.05
65108,10.51,0.26,24.96,13.31,10.02,7.13,0.83,1.51,31.66,8.28,7.05
65107,10.51,0.26,24.96,13.31,10.02,7.13,0.83,1.51,31.66,8.28,7.05
65106,10.51,0.26,24.96,13.31,10.02,7.13,0.83,1.51,31.66,8.28,7.05
65105,10.51,0.26,24.96,13.31,10.02,7.13,0.83,1.51,31.66,8.28,7.05
65104,10.51,0.26,24.96,13.31,10.02,7.13,0.83,1.51,31.66,8.28,7.05
65103,10.51,0.26,24.96,13.31,10.02,7.13,0.83,1.51,31.66,8.28,7.05
65102,10.51,0.26,24.96,13.31,10.02,7.13,0.83,1.51,31.66,8.28,7.05
65101,10.51,0.26,24.96,13.31,10.02,7.13,0.83,1.51,31.66,8.28,7.05
65110,11.18,0.76,29.23,14.33,5.98,7.33,1.69,2.33,36.12,6.33,7.07
65109,11.18,0.76,29.23,14.33,5.98,7.33,1.69,2.33,36.12,6.33,7.07
65299,9.85,1.07,33.45,41.06,4.92,28.5,1.64,3.49,57.53,8.11,8.03
65216,9.85,1.07,33.45,41.06,4.92,28.5,1.64,3.49,57.53,8.11,8.03
65212,9.85,1.07,33.45,41.06,4.92,28.5,1.64,3.49,57.53,8.11,8.03
65205,9.85,1.07,33.45,41.06,4.92,28.5,1.64,3.49,57.53,8.11,8.03
65201,9.85,1.07,33.45,41.06,4.92,28.5,1.64,3.49,57.53,8.11,8.03
65202,14.12,1.18,31.02,20.28,7.5,6.77,3.06,6.6,42.9,5.34,7.74
65218,10.06,1.34,18.76,17.95,2.88,9.92,1.52,0.57,48.15,5.93,5.46
65217,10.06,1.34,18.76,17.95,2.88,9.92,1.52,0.57,48.15,5.93,5.46
65211,10.06,1.34,18.76,17.95,2.88,9.92,1.52,0.57,48.15,5.93,5.46
65203,10.06,1.34,18.76,17.95,2.88,9.92,1.52,0.57,48.15,5.93,5.46
65215,0,0,,,0,,,,,,6.5
65230,21.56,0,27.03,18.3,19.38,0,5.58,9.23,28.57,1.4,20.47
65231,8.76,0,41.58,17.7,9.65,0,0.37,18.77,30.3,0.97,7.56
65232,23.19,0,15.38,29.47,10.06,0,0,19.55,0,0,12.08
65233,16.29,0.02,38.82,19.71,10.37,1.89,1.37,4.83,45.37,5.77,7.05
65236,19.84,0,19.43,28.52,10.66,1.11,0.36,6.88,43.41,7.85,3.52
65237,14.09,0,14.9,14.23,17.42,0,1.45,15.38,16.25,3.37,9.1
65239,10.68,0,19.43,11.15,3.9,0,0.55,30.94,34.21,0.69,4.66
65240,14.33,0,21.31,16.27,5.23,0.32,2,11.57,28.47,2.82,3.23
65243,10.62,2.14,10.03,34.62,13.05,0.75,5.28,24.95,56.36,9.88,29.67
65244,9.66,0,54.67,20.17,3.6,0,0,5.68,100,4.24,3.69
65246,12.5,0,,33.33,8.33,0,0,26.67,,5,0
65247,9.81,0,13.02,7.13,0,0,12.89,28.57,0,3.52,4.24
65248,13.73,0,41.16,23.64,8.53,1.81,0.88,11.04,46.75,3.25,6.04
65250,15.01,0,43.93,24.95,24.41,0,0,35.64,46.15,0.53,7.19
65251,14.13,0.16,21.82,15.46,12.71,3.6,0.55,11.32,40.62,4.35,10.27
65254,18.04,0.46,20.37,13.51,7.67,1.28,0,13.74,37.86,2.12,8.71
65255,13.67,0,49.11,19.04,10.98,0.85,2.46,18.09,46.47,4.46,10.92
65256,10.18,0,11.36,9.76,6.74,0,3.28,21.57,46.67,2.37,3.96
65257,11.28,0,13.52,15.55,14.07,0,1.77,26.2,41.67,0.96,14.64
65258,21.96,0.57,17.82,11.33,15.63,0,1.68,7.92,26.09,7.14,10.34
65259,19.8,0,22.93,14.01,11.06,3.24,0,21.38,27.69,2.94,6.86
65260,25.39,0,41.38,18.65,14.63,0,0,39.77,0,0,20.47
65261,10.78,0,10.88,24.66,8.09,1.1,1.8,17.88,16.46,6.96,19.36
65262,4.52,0,11.11,13.42,14.29,0,0,15.38,17.24,3.69,3.42
65263,17.74,0.21,19.7,27.03,14.19,1.38,1.72,22.71,20.51,6.57,13.93
65264,6.29,0,8.4,38.05,6.68,0,0,33.67,25,0.83,4.19
65265,19.88,0.81,35.38,23.18,12.98,2.42,1.22,3.56,38.87,6.35,12.44
65270,17.26,0.06,37.61,28.74,12.04,3.01,0.7,7.83,43.36,6.62,10.73
65274,20.33,1.29,17.7,19.49,13.26,0.36,0.79,10.92,30.71,6.04,8.25
65275,11.79,0,54.86,17.56,8.41,3.24,0.39,10.19,40.43,4.8,4.55
65276,15.36,0,31.78,17.37,10.2,0.13,0,13.13,14.71,7.25,10.91
65278,26.25,0,100,21.25,13.7,0,0,28.57,45.45,0,2.5
65279,8.51,1.12,0,5.4,3.37,0.22,0,11.73,29.17,1.66,3.95
65280,9.17,0,45.45,4.14,18.18,0,2.36,23.13,20,0,7.69
65281,21.86,0,18.33,19.97,8.97,1.04,1.18,4.02,41.51,5.11,8.44
65282,35.96,0,,57.89,4.39,0,0,45.45,,0,0
65283,13.91,0,100,20.95,5.38,0,0,37.9,100,3.4,0
65284,15.07,0.9,17.77,7.51,9.59,0,0.55,11.45,37.31,4.18,6.02
65285,33.81,0,0,10.71,6.88,0,0,16.44,,0,5
65286,41.54,0,91.49,3.08,8.43,0,0,17.72,0,0,10.77
65287,30.63,0,80.56,13.38,8.19,0,1.41,4.97,100,1.41,0.7
65302,16.65,2.34,29.66,24.14,12.5,6.19,1.59,4.08,42.95,7.84,13.13
65301,16.65,2.34,29.66,24.14,12.5,6.19,1.59,4.08,42.95,7.84,13.13
65305,3.55,1.23,9.65,18.05,5.11,0,1.51,0,34.57,0,2.55
65320,37.84,0,100,5.41,0,0,0,0,0,4.17,5.41
65321,17.93,0,7.27,12.04,5,0,2.41,10.95,45.45,0.6,1.12
65322,15.82,0,35.26,18.47,6.56,0,0.94,9.35,60,2.35,15.98
65323,18.41,0.5,21.17,29.24,13.85,0.27,1.19,14.91,39.39,4.18,13.3
65324,27.88,0,100,12.04,9.28,4.43,1.26,9.41,40.79,5.23,8.05
65325,19.05,0,10.57,21.06,9.95,1.89,1.39,9.45,45.05,5.56,5.98
65326,34.41,0,49.45,32.31,11.13,0,1.18,21.37,20.45,4.73,10.81
65329,7.54,0,0,24.58,16.3,0,1.68,21.08,0,17.65,14.8
65330,19.88,0.62,20.98,22.31,14.24,0,2.72,14.41,63.64,5.98,7.3
65332,15.38,2.49,20.15,16.03,5.73,0,3.1,10.76,35.14,1.31,6.31
65333,14.13,0,24.69,15.06,11.06,0,0,14.84,38.89,0,4.46
65334,11,3.26,1.95,13.59,6.85,0,2.49,5.99,0,1.13,9.52
65335,48.89,0,,55.64,25.78,0,0,4.35,100,1.54,5.19
65336,13.11,0.64,30.51,16.63,6.61,0.97,0.88,9.12,37.82,5,7.28
65337,11.66,7.69,31.3,26.39,19.43,0,1.05,6.75,36.45,2.56,12.93
65338,24.38,0,35.25,27.4,20,1.25,0.59,23.89,51.08,8.5,12.06
65339,18.32,0,36.67,16.58,10.29,0,0,1.34,0,1.29,7.07
65340,16.55,4.56,38.14,25.83,16.85,4.15,1.43,6.44,45.76,6.04,8.72
65344,16.95,0,44.19,17.51,4.96,0,0,17.32,20,1.32,0.56
65345,10.6,0,7.81,7.45,5.61,0,0,5.26,0,0,2.29
65347,14.16,0,22.22,16.2,10.26,0,0.54,12.86,13.89,0.27,7.73
65348,18.08,3.57,22.71,29.1,26.02,0.31,1.05,24.5,52.44,6.84,18.08
65349,27.01,1.24,25.39,30.15,15.97,8.28,0.71,4.68,67.63,12.04,5.16
65350,14.4,2.38,19.39,16.17,10.98,0,4.82,8.13,13.1,4.4,10.91
65351,14.61,0.13,11.73,12.2,11.67,4.38,1.8,8.11,21.58,5.29,10.9
65327,14.61,0.13,11.73,12.2,11.67,4.38,1.8,8.11,21.58,5.29,10.9
65354,8.03,0,11.02,6.29,9.11,0,0.4,1.97,24.47,2.38,62.54
65355,29.42,0,33.83,25.21,11.76,1.07,3.05,27.5,60.45,5.37,9.35
65360,26.52,0.98,14.57,34.1,20.66,1.14,4.17,12.94,43.77,13.33,24.45
65532,15.04,0.86,27.35,28.06,8.48,9.4,2.12,8.28,48.04,7.26,7.7
65409,15.04,0.86,27.35,28.06,8.48,9.4,2.12,8.28,48.04,7.26,7.7
65402,15.04,0.86,27.35,28.06,8.48,9.4,2.12,8.28,48.04,7.26,7.7
65401,15.04,0.86,27.35,28.06,8.48,9.4,2.12,8.28,48.04,7.26,7.7
65436,33.33,0,,0,27.78,0,0,0,,0,0
65546,22.58,0,50.91,40.23,16.01,0,7.83,34.29,68.84,4.47,26.3
65438,22.58,0,50.91,40.23,16.01,0,7.83,34.29,68.84,4.47,26.3
65439,37.86,0,0,12.86,30.53,0,0,23.64,,0,12.86
65440,11.64,0,0,6.51,20.46,0,50.64,25.1,,0,45.21
65441,18.67,0.51,23.33,25.05,14.87,0,1.64,15.65,34.9,5.95,10.11
65443,12.63,0,0,0,0,0,0,0,,0,0
65444,32.75,0,56.41,43.44,13.59,0,0,37.28,8.64,0,17.42
65446,11.51,0,0,11.51,18.83,0,0,23.53,0,0,20.5
65449,28.7,0,,37.39,8.7,0,0,18.65,0,0,18.7
65452,19.06,0,23.93,23.81,8.35,2.09,0,14.76,28.27,2.54,15.66
65453,20.7,0.95,34.12,28.46,17.63,2.44,1.47,11.37,51.74,7.33,17.03
65456,36.13,0,0,63.09,38.89,0,15.15,30.65,100,0,7.03
65457,57.61,0,,5.35,3.43,0,0,15.09,0,0,2.88
65459,16.56,0.76,24.79,21.67,12.52,0.34,4.41,18.43,48.17,7.25,13.24
65461,38.68,0,100,0,3.19,0,0,0,0,0,0
65462,28.46,0.71,30.1,21.98,12.51,0,0,21.99,30.77,1.09,10.91
65463,6.07,0,34.02,16.41,17.8,0,2.92,9.11,0,2.92,15.91
65464,41.83,0,37.93,33.65,30.97,0,0,37.54,,0,20.99
65466,21.6,0,43.73,47.67,15.56,0,3.68,17.29,8.94,1.23,11.67
65468,,0,,,,,,,,,
65470,13.12,0,20.78,15.44,7.39,0,0,23.43,5.88,1.28,9.6
65473,6.94,2.16,10.1,19.87,1.31,1.87,2.19,0.09,25.81,6.05,5.43
65479,60.14,0,,16.08,53.38,0,0,0,,0,6.99
65483,26.3,0,40.46,33.87,15.28,2.45,1.64,10.97,54.73,11.04,15.76
65484,39.71,0,,0,22.06,0,0,0,,0,0
65486,13.16,0,16.84,17.01,8.46,0,1.4,9.53,37.58,1.48,13.73
65501,34.65,0,,0,24.41,0,0,29.9,,0,13.39
65529,0,0,0,0,21.22,0,0,0,,0,0
65534,24.73,0,85.78,39.17,6.02,0,0,24.02,0,0,7.42
65535,22.83,0,15.1,18.39,20.82,0.64,5.15,33.98,34.12,3.24,16.61
65536,19.11,0.16,23.94,25.26,14.65,4.06,1.59,17.48,35.24,7.1,10.37
65541,22.87,0,0,13.31,2.34,0,0,17.09,,0,13.65
65542,22.01,0.55,11.07,36.75,20.74,2.45,3.93,18.35,36.77,12.55,23.71
65543,6.23,0,100,31.14,0,0,0,15.85,0,0,6.23
